,Isolate,AMIKACIN,CAPREOMYCIN,CIPROFLOXACIN,ETHAMBUTOL,ETHIONAMIDE,ISONIAZID,KANAMYCIN,LEVOFLOXACIN,OFLOXACIN,PARA-AMINOSALICYLIC_ACID,PYRAZINAMIDE,RIFAMPICIN,STREPTOMYCIN
12098,SAMEA1119414,,,,S,,S,,,,,S,S,
12099,SAMEA3179893,,,,S,,S,,,,,S,S,
12100,SAMEA3400982,,,,S,,R,,,,,,R,
12101,SAMEA1119814,,,,R,,R,,,,,R,R,
12102,SAMEA2709678,,,,S,,S,,,,,S,S,
12103,SAMN08214957,,,,S,,S,,,,,,S,S
12104,SAMN08215351,,,,S,,S,,,,,,S,S
12105,SAMEA2709703,,,,R,,,,,,,,R,
12106,SAMEA1119238,,,,S,,S,,,,,S,S,
12107,SAMN08215323,,,,S,,S,,,,,,S,S
12108,SAMEA1118028,,,,S,,S,,,,,S,S,
12109,SAMEA1118234,,,,S,,S,,,,,S,S,
12110,SAMN08215461,,,,S,,S,,,,,,S,S
12111,SAMN09090428,,,,,,,,,,,,S,
12112,SAMEA3430669,,,,,,R,,,,,,R,
12113,SAMN08215296,,,,S,,S,,,,,,S,S
12114,SAMEA3234148,,,,S,,S,,,,,S,S,
12115,SAMEA1119501,,,,S,,S,,,,,S,S,
12116,SAMEA3170442,,,,S,,R,,,,,S,R,
12117,SAMEA1705622,,,,S,,S,,,,,S,S,
12118,SAMN07765862,,,,S,,S,,,,,,S,S
12119,SAMEA1118798,,,,S,,S,,,,,S,S,
12120,SAMEA1119438,,,,S,,S,,,,,S,S,
12121,SAMEA3334371,,,,S,,S,,,,,S,S,
12122,SAMEA2535140,,,,R,,R,,,,,,R,
12123,SAMEA3447625,,,,,,R,,,,,R,R,
12124,SAMN07765963,,,,S,,S,,,,,S,S,S
12125,SAMEA1100860,,,,S,,R,,,,,S,S,
12126,SAMEA3444875,,,,S,,S,,,,,S,S,
12127,SAMEA1118737,,,,S,,S,,,,,S,S,
12128,SAMEA2534682,,,,R,,R,,,,,R,R,
12129,SAMN07766334,,,,S,,S,,,,,,S,S
12130,SAMEA1397316,,,,S,,S,,,,,S,S,
12131,SAMEA3231173,,,,S,,R,,,,,S,R,
12132,SAMN05276559,,,,S,,S,,,,,S,S,
12133,SAMEA3443360,,,,S,,,,,,,R,R,
12134,SAMN07766279,,,,S,,S,,,,,,S,S
12135,SAMEA3421120,,,,R,,R,,,,,R,R,
12136,SAMEA104172429,,,,R,,R,,,,,S,R,
12137,SAMEA2534402,,,,R,,R,,,,,R,,
12138,SAMN07766422,,,,S,,S,,,,,,S,R
12139,SAMN07766191,,,,S,,S,,,,,,S,S
12140,SAMEA3243889,,,,S,,R,,,,,R,R,
12141,SAMEA3457712,,,,S,,S,,,,,S,S,
12142,SAMN08214751,,,,S,,S,,,,,,S,S
12143,SAMEA1119751,,,,S,,S,,,,,S,S,
12144,SAMEA1119943,,,,S,,S,,,,,S,S,
12145,SAMEA3404186,,,,R,,R,,,,,R,R,
12146,SAMEA1317635,,,,S,,S,,,,,S,S,
12147,SAMEA104394496,,,,S,,S,,,,,S,S,
12148,SAMEA3271670,,,,S,,S,,,,,,R,
12149,SAMEA1118235,,,,S,,S,,,,,S,S,
12150,SAMN08215225,,,,S,,,,,,,S,S,S
12151,SAMEA3401015,,,,S,,R,,,,,R,R,
12152,SAMEA1397476,,,,S,,S,,,,,S,S,
12153,SAMN07658595,,,,S,,R,,,,,S,S,
12154,SAMN07766224,,,,S,,S,,,,,,S,S
12155,SAMEA1119457,,,,S,,S,,,,,S,S,
12156,SAMEA3414459,,,,R,,R,,,,,R,R,
12157,SAMN08215399,,,,S,,S,,,,,,S,S
12158,SAMEA3420868,,,,,,R,,,,,R,R,
12159,SAMEA1117904,,,,S,,S,,,,,S,S,
12160,SAMEA1117878,,,,S,,S,,,,,S,S,
12161,SAMN07658284,,,,S,,S,,,,,S,S,
12162,SAMEA1119899,,,,S,,S,,,,,S,S,
12163,SAMN08215064,,,,S,,S,,,,,,S,S
12164,SAMEA2709787,,,,S,,S,,,,,S,S,
12165,SAMN07766148,,,,S,,R,,,,,S,S,R
12166,SAMEA1117718,,,,S,,S,,,,,S,S,
12167,SAMEA1102669,,,,S,,S,,,,,S,S,
12168,SAMEA1101445,,,,,,R,,,,,,S,
12169,SAMN08214901,,,,S,,S,,,,,,S,S
12170,SAMEA104394488,,,,S,,S,,,,,S,S,
12171,SAMN08214831,,,,S,,,,,,,R,R,R
12172,SAMEA3376854,,,,S,,R,,,,,R,R,
12173,SAMEA1118583,,,,S,,S,,,,,S,S,
12174,SAMEA3443189,,,,R,,R,,,,,R,R,
12175,SAMN07659745,,,,S,,,,,,,,S,
12176,SAMEA1119100,,,,S,,R,,,,,S,S,
12177,SAMN07766206,,,,S,,S,,,,,,S,S
12178,SAMEA104394669,,,,S,,S,,,,,S,S,
12179,SAMEA3414471,,,,S,,R,,,,,R,R,
12180,SAMEA3430666,,,,,,R,,,,,S,R,
12181,SAMEA3451193,,,,S,,S,,,,,S,S,
12182,SAMEA1397418,,,,S,,S,,,,,S,S,
12183,SAMEA3403840,,,,S,,S,,,,,S,S,
12184,SAMEA1118811,,,,S,,S,,,,,S,S,
12185,SAMEA104394532,,,,S,,S,,,,,,S,
12186,SAMEA3305001,,,,R,,,,,,,,R,
12187,SAMN07765899,,,,S,,S,,,,,,S,S
12188,SAMEA1397298,,,,S,,S,,,,,S,S,
12189,SAMEA1117772,,,,R,,R,,,,,R,R,
12190,SAMEA1119875,,,,S,,S,,,,,S,S,
12191,SAMEA3448149,,,,S,,S,,,,,S,S,
12192,SAMN07766288,,,,S,,S,,,,,,S,S
12193,SAMEA2709705,,,,S,,S,,,,,S,S,
12194,SAMEA1101437,,,,,,R,,,,,,R,
12195,SAMEA3359387,,,,S,,S,,,,,R,S,
12196,SAMEA1118842,,,,S,,S,,,,,S,S,
12197,SAMEA1101387,,,,,,R,,,,,,S,
12198,SAMEA104394700,,,,S,,S,,,,,S,S,
12199,SAMEA1118654,,,,S,,S,,,,,S,S,
12200,SAMN08215362,,,,S,,R,,,,,S,S,R
12201,SAMEA3451149,,,,S,,S,,,,,S,S,
12202,SAMEA2399490,,,,S,,S,,,,,S,S,
12203,SAMEA2709851,,,,S,,S,,,,,S,S,
12204,SAMN07765939,,,,S,,S,,,,,,S,S
12205,SAMEA1118625,,,,S,,S,,,,,S,S,
12206,SAMEA1101742,,,,S,,S,,,,,S,S,
12207,SAMN08214757,,,,S,,S,,,,,,S,S
12208,SAMEA3234149,,,,S,,R,,,,,S,S,
12209,SAMEA3443178,,,,S,,R,,,,,S,R,
12210,SAMN07236400,,,,,,R,,,,,,R,
12211,SAMN07659933,,,,S,,R,,,,,S,S,
12212,SAMN09090524,,,,,,,,,,,,S,
12213,SAMEA1119547,,,,S,,S,,,,,S,S,
12214,SAMN07766428,,,,S,,S,,,,,,S,S
12215,SAMEA1397368,,,,S,,S,,,,,S,S,
12216,SAMN07766439,,,,S,,S,,,,,,S,S
12217,SAMEA1118544,,,,S,,S,,,,,S,S,
12218,SAMEA1119757,,,,S,,S,,,,,S,S,
12219,SAMN09090635,,,,,,,,,,,,S,
12220,SAMEA2709654,,,,S,,S,,,,,S,S,
12221,SAMEA2709668,,,,S,,S,,,,,S,S,
12222,SAMEA1118407,,,,S,,S,,,,,S,S,
12223,SAMN07658992,,,,S,,S,,,,,S,S,
12224,SAMEA3449485,,,,S,,S,,,,,S,S,
12225,SAMEA3392507,,,,S,,R,,,,,S,R,
12226,SAMEA2534919,,,,R,,R,,,,,R,R,
12227,SAMEA1119197,,,,S,,S,,,,,S,S,
12228,SAMEA104394683,,,,S,,S,,,,,S,S,
12229,SAMN07765988,,,,S,,S,,,,,,S,
12230,SAMEA3443195,,,,R,,R,,,,,R,R,
12231,SAMN07766247,,,,S,,,,,,,S,S,R
12232,SAMEA1101724,,,,R,,R,,,,,S,R,
12233,SAMN08215358,,,,S,,S,,,,,,S,S
12234,SAMN08214912,,,,S,,S,,,,,,S,S
12235,SAMEA1119270,,,,S,,S,,,,,S,S,
12236,SAMEA1119007,,,,,,,,,,,S,,
12237,SAMEA2709892,,,,R,,R,,,,,S,R,
12238,SAMEA3242490,,,,S,,R,,,,,S,R,
12239,SAMEA3445055,,,,S,,S,,,,,,S,
12240,SAMN08214803,,,,S,,S,,,,,,S,S
12241,SAMEA1118021,,,,S,,S,,,,,S,S,
12242,SAMEA1102224,,,,R,,R,,,,,R,R,
12243,SAMN07660436,,,,S,,S,,,,,S,S,
12244,SAMN08215118,,,,S,,S,,,,,,S,S
12245,SAMN07766402,,,,S,,S,,,,,,S,S
12246,SAMEA1101676,,,,S,,S,,,,,S,S,
12247,SAMN08214950,,,,S,,S,,,,,,S,S
12248,SAMEA3445330,,,,S,,S,,,,,S,S,
12249,SAMN09090437,,,,,,,,,,,,S,
12250,SAMEA1119832,,,,S,,S,,,,,S,S,
12251,SAMEA3357584,,,,R,,R,,,,,R,R,
12252,SAMEA3445002,,,,S,,S,,,,,S,S,
12253,SAMEA3449652,,,,S,,S,,,,,S,S,
12254,SAMEA1119209,,,,S,,S,,,,,S,S,
12255,SAMN08215078,,,,,,,,,,,S,,S
12256,SAMEA1118301,,,,S,,S,,,,,S,S,
12257,SAMN07659803,,,,S,,S,,,,,S,S,
12258,SAMEA2533488,,,,R,,R,,,,,,R,
12259,SAMN08215217,,,,S,,R,,,,,S,S,
12260,SAMEA1117816,,,,S,,S,,,,,S,S,
12261,SAMEA1103106,,,,R,,R,,,,,R,R,
12262,SAMEA3447558,,,,R,,R,,,,,R,R,
12263,SAMEA1101614,,,,S,,S,,,,,S,S,
12264,SAMEA1118635,,,,S,,S,,,,,S,S,
12265,SAMEA104394573,,,,S,,S,,,,,S,S,
12266,SAMN07766188,,,,S,,,,,,,S,S,R
12267,SAMEA3178648,,,,S,,S,,,,,S,S,
12268,SAMEA3447648,,,,S,,S,,,,,S,S,
12269,SAMEA1119456,,,,,,,,,,,S,,
12270,SAMEA1119602,,,,S,,S,,,,,S,S,
12271,SAMEA3448214,,,,S,,S,,,,,S,S,
12272,SAMEA3421189,,,,,,R,,,,,S,R,
12273,SAMEA1707508,,,,S,,S,,,,,S,S,
12274,SAMN08215453,,,,S,,S,,,,,,S,S
12275,SAMEA104394411,,,,S,,S,,,,,S,S,
12276,SAMEA3367540,,,,R,,R,,,,,R,R,
12277,SAMEA2709769,,,,S,,R,,,,,S,R,
12278,SAMEA2709910,,,,S,,S,,,,,S,S,
12279,SAMEA1119176,,,,S,,S,,,,,S,S,
12280,SAMEA1119388,,,,S,,S,,,,,S,S,
12281,SAMEA1101725,,,,R,,R,,,,,R,R,
12282,SAMEA1119191,,,,S,,S,,,,,S,S,
12283,SAMEA3262974,,,,S,,R,,,,,S,R,
12284,SAMEA104172512,,,,R,,R,,,,,S,R,
12285,SAMN07766336,,,,S,,S,,,,,S,S,S
12286,SAMEA104394666,,,,S,,S,,,,,,S,
12287,SAMEA1118255,,,,S,,S,,,,,S,S,
12288,SAMEA3414466,,,,R,,R,,,,,R,R,
12289,SAMN07658614,,,,S,,S,,,,,S,S,
12290,SAMN07766265,,,,S,,,,,,,S,S,S
12291,SAMN08215386,,,,S,,S,,,,,,S,S
12292,SAMN07765953,,,,S,,S,,,,,,S,S
12293,SAMN08214990,,,,S,,S,,,,,,S,S
12294,SAMN07658827,,,,S,,S,,,,,R,S,
12295,SAMN07766379,,,,S,,S,,,,,,S,S
12296,SAMEA3243967,,,,S,,R,,,,,S,S,
12297,SAMEA3449715,,,,S,,S,,,,,S,S,
12298,SAMEA3402920,,,,R,,R,,,,,S,R,
12299,SAMEA1101690,,,,R,,R,,,,,R,R,
12300,SAMEA1117986,,,,S,,S,,,,,S,S,
12301,SAMN09090640,,,,,,,,,,,,S,
12302,SAMEA3414402,,,,S,,R,,,,,S,R,
12303,SAMN07236432,,,,S,,S,,,,,,S,
12304,SAMEA3170449,,,,S,,S,,,,,S,R,
12305,SAMEA104394674,,,,S,,S,,,,,S,S,
12306,SAMN07765992,,,,S,,S,,,,,,S,S
12307,SAMEA3448724,,,,S,,S,,,,,S,S,
12308,SAMEA1118738,,,,S,,S,,,,,S,S,
12309,SAMEA1118884,,,,S,,S,,,,,S,S,
12310,SAMN08215339,,,,S,,S,,,,,,S,S
12311,SAMEA1119594,,,,S,,S,,,,,S,S,
12312,SAMEA1119333,,,,S,,S,,,,,S,S,
12313,SAMN08214872,,,,S,,S,,,,,S,R,S
12314,SAMEA1016123,,,,S,,S,,,,,S,S,
12315,SAMEA2709863,,,,R,,,,,,,,R,
12316,SAMEA3420942,,,,,,R,,,,,R,R,
12317,SAMEA1118473,,,,S,,S,,,,,S,S,
12318,SAMEA3244265,,,,S,,S,,,,,S,S,
12319,SAMEA1118693,,,,S,,S,,,,,S,S,
12320,SAMN07658872,,,,S,,S,,,,,,S,
12321,SAMN07659620,,,,S,,S,,,,,R,S,
12322,SAMEA1119154,,,,S,,S,,,,,S,S,
12323,SAMEA1118667,,,,S,,S,,,,,S,S,
12324,SAMN07658144,,,,S,,R,,,,,S,S,
12325,SAMN07766102,,,,S,,S,,,,,,S,S
12326,SAMEA1118727,,,,S,,S,,,,,S,S,
12327,SAMEA1117630,,,,S,,S,,,,,S,S,
12328,SAMN07766065,,,,S,,R,,,,,,S,S
12329,SAMEA1101283,,,,,,R,,,,,,R,
12330,SAMEA1118949,,,,S,,S,,,,,S,S,
12331,SAMEA1118134,,,,S,,S,,,,,S,S,
12332,SAMEA3242484,,,,S,,S,,,,,S,S,
12333,SAMEA1103153,,,,R,,R,,,,,R,R,
12334,SAMN08214754,,,,S,,S,,,,,,S,S
12335,SAMEA3445001,,,,S,,S,,,,,S,S,
12336,SAMEA1119633,,,,S,,S,,,,,S,S,
12337,SAMN07766431,,,,S,,S,,,,,,S,S
12338,SAMEA3199763,,,,S,,S,,,,,S,S,
12339,SAMEA1101835,,,,S,,R,,,,,R,R,
12340,SAMEA1119240,,,,S,,S,,,,,S,S,
12341,SAMEA3392503,,,,S,,S,,,,,S,S,
12342,SAMEA3146354,,,,S,,R,,,,,S,S,
12343,SAMN07765970,,,,S,,S,,,,,,S,S
12344,SAMN08215286,,,,S,,S,,,,,,S,S
12345,SAMEA1103121,,,,S,,R,,,,,S,R,
12346,SAMEA1101795,,,,R,,R,,,,,R,R,
12347,SAMEA1119510,,,,S,,S,,,,,S,S,
12348,SAMEA3199770,,,,R,,,,,,,,R,
12349,SAMEA1119644,,,,S,,S,,,,,S,S,
12350,SAMEA1118082,,,,S,,S,,,,,S,S,
12351,SAMEA1118193,,,,S,,S,,,,,S,S,
12352,SAMN07658891,,,,S,,S,,,,,S,S,
12353,SAMEA1118795,,,,S,,S,,,,,S,S,
12354,SAMEA1118140,,,,S,,S,,,,,S,S,
12355,SAMN07766250,,,,S,,S,,,,,,S,S
12356,SAMEA3444042,,,,R,,R,,,,,R,R,
12357,SAMEA104172414,,,,R,,R,,,,,R,R,
12358,SAMN07766039,,,,S,,R,,,,,,S,S
12359,SAMEA1119375,,,,S,,S,,,,,S,S,
12360,SAMEA2709881,,,,R,,,,,,,,R,
12361,SAMEA3233431,,,,S,,S,,,,,S,S,
12362,SAMN07658672,,,,S,,S,,,,,S,S,
12363,SAMN07766217,,,,S,,S,,,,,,S,S
12364,SAMEA1101539,,,,S,,R,,,,,R,R,
12365,SAMEA2709901,,,,S,,S,,,,,S,S,
12366,SAMEA1397425,,,,S,,S,,,,,S,S,
12367,SAMEA3252934,,,,R,,R,,,,,R,R,
12368,SAMN07766443,,,,S,,,,,,,S,,S
12369,SAMEA1016140,,,,S,,S,,,,,S,S,
12370,SAMEA1101685,,,,R,,R,,,,,R,R,
12371,SAMEA1117696,,,,S,,S,,,,,S,S,
12372,SAMN07765905,,,,S,,S,,,,,,S,S
12373,SAMEA1102223,,,,R,,R,,,,,R,R,
12374,SAMEA1117698,,,,S,,S,,,,,S,S,
12375,SAMEA3262665,,,,S,,S,,,,,S,S,
12376,SAMEA1119484,,,,S,,S,,,,,S,S,
12377,SAMEA3447611,,,,S,,S,,,,,S,S,
12378,SAMN08214855,,,,S,,S,,,,,,S,S
12379,SAMEA1117943,,,,S,,S,,,,,S,S,
12380,SAMN07659997,,,,S,,S,,,,,S,S,
12381,SAMEA1117884,,,,S,,S,,,,,S,S,
12382,SAMEA1117702,,,,S,,S,,,,,S,S,
12383,SAMEA3416733,,,,S,,R,,,,,S,R,
12384,SAMN07766380,,,,S,,S,,,,,,S,S
12385,SAMEA3174278,,,,S,,S,,,,,S,S,
12386,SAMEA3305495,,,,S,,R,,,,,S,S,
12387,SAMN08215265,,,,S,,S,,,,,,S,S
12388,SAMEA3436331,,,,,,R,,,,,,R,
12389,SAMEA3449647,,,,S,,S,,,,,R,S,
12390,SAMN08215081,,,,S,,S,,,,,,S,S
12391,SAMEA1119177,,,,S,,S,,,,,S,S,
12392,SAMEA1403909,,,,S,,S,,,,,,S,S
12393,SAMEA1119691,,,,S,,S,,,,,S,S,
12394,SAMEA3404178,,,,S,,R,,,,,S,R,
12395,SAMEA1117760,,,,S,,S,,,,,S,S,
12396,SAMN07658260,,,,S,,R,,,,,S,S,
12397,SAMEA1102221,,,,R,,R,,,,,S,R,
12398,SAMN07660015,,,,S,,S,,,,,S,S,
12399,SAMEA1117591,,,,S,,S,,,,,S,S,
12400,SAMEA3258495,,,,S,,S,,,,,S,S,
12401,SAMN07766367,,,,S,,S,,,,,,S,S
12402,SAMN07765882,,,,S,,S,,,,,,S,S
12403,SAMN09090629,,,,,,,,,,,,R,
12404,SAMEA104394668,,,,S,,S,,,,,S,S,
12405,SAMEA1101278,,,,,,R,,,,,,R,
12406,SAMEA1118981,,,,S,,S,,,,,S,S,
12407,SAMEA1118881,,,,S,,S,,,,,S,S,
12408,SAMEA3209544,,,,S,,S,,,,,S,S,
12409,SAMEA3242482,,,,R,,R,,,,,R,R,
12410,SAMN09090539,,,,,,,,,,,,S,
12411,SAMN08215293,,,,,,,,,,,S,,S
12412,SAMEA1101749,,,,R,,R,,,,,S,R,
12413,SAMEA3449444,,,,S,,S,,,,,S,S,
12414,SAMEA1117658,,,,S,,S,,,,,S,S,
12415,SAMEA1119427,,,,S,,S,,,,,S,S,
12416,SAMEA1100851,,,,S,,S,,,,,S,S,
12417,SAMN08215125,,,,S,,S,,,,,,S,S
12418,SAMN08215170,,,,S,,S,,,,,,S,S
12419,SAMN07236513,,,,R,,R,,,,,,R,
12420,SAMEA1119267,,,,S,,S,,,,,S,S,
12421,SAMEA3421184,,,,S,,R,,,,,S,R,
12422,SAMEA1869606,,,,S,,S,,,,,S,S,
12423,SAMN09090351,,,,,,,,,,,,S,
12424,SAMEA3271673,,,,S,,S,,,,,S,S,
12425,SAMEA1118677,,,,S,,S,,,,,S,S,
12426,SAMEA3420866,,,,S,,R,,,,,S,R,
12427,SAMN07766199,,,,S,,S,,,,,S,S,S
12428,SAMN07660440,,,,S,,S,,,,,S,S,
12429,SAMEA1118182,,,,S,,S,,,,,S,S,
12430,SAMEA104394501,,,,S,,S,,,,,S,S,
12431,SAMEA2709855,,,,S,,S,,,,,S,S,
12432,SAMEA3392395,,,,S,,S,,,,,S,S,
12433,SAMEA1102236,,,,R,,R,,,,,R,R,
12434,SAMEA104394460,,,,S,,S,,,,,,S,
12435,SAMEA1119181,,,,S,,S,,,,,S,S,
12436,SAMEA1118360,,,,,,,,,,,S,,
12437,SAMEA1118431,,,,S,,S,,,,,S,S,
12438,SAMEA3445012,,,,S,,S,,,,,S,S,
12439,SAMEA1119210,,,,S,,S,,,,,S,S,
12440,SAMEA1403673,,,,R,,R,,,,,S,R,
12441,SAMEA3231174,,,,S,,S,,,,,S,S,
12442,SAMN08215001,,,,S,,S,,,,,,S,S
12443,SAMEA3220391,,,,S,,S,,,,,S,S,
12444,SAMN07236519,,,,R,,R,,,,,,R,
12445,SAMEA3178852,,,,S,,S,,,,,S,S,
12446,SAMN08215282,,,,S,,S,,,,,,S,S
12447,SAMN08215403,,,,S,,S,,,,,,S,S
12448,SAMN08215055,,,,S,,S,,,,,,S,S
12449,SAMN07658527,,,,S,,S,,,,,S,S,
12450,SAMEA3421119,,,,,,R,,,,,,R,
12451,SAMN07236445,,,,S,,S,,,,,,S,
12452,SAMN08215129,,,,S,,S,,,,,,S,S
12453,SAMEA1101814,,,,S,,R,,,,,R,R,
12454,SAMEA104394476,,,,S,,S,,,,,S,S,
12455,SAMEA3449489,,,,S,,S,,,,,S,S,
12456,SAMEA1118036,,,,S,,S,,,,,S,S,
12457,SAMN07658851,,,,S,,R,,,,,,R,
12458,SAMN07236324,,,,R,,R,,,,,,R,
12459,SAMEA1118973,,,,S,,S,,,,,S,S,
12460,SAMEA1117913,,,,S,,S,,,,,R,S,
12461,SAMEA1119019,,,,S,,S,,,,,S,S,
12462,SAMEA1102462,,,,S,,R,,,,,S,R,
12463,SAMEA3444029,,,,R,,R,,,,,S,R,
12464,SAMEA3242430,,,,S,,R,,,,,R,R,
12465,SAMN07766144,,,,S,,S,,,,,,S,S
12466,SAMEA1119358,,,,S,,S,,,,,S,S,
12467,SAMEA3250474,,,,R,,R,,,,,R,R,
12468,SAMEA1707539,,,,S,,S,,,,,S,S,
12469,SAMEA2517420,,,,S,,S,,,,,S,S,
12470,SAMEA3432855,,,,S,,R,,,,,R,R,
12471,SAMEA3234151,,,,S,,R,,,,,R,R,
12472,SAMEA1119200,,,,S,,S,,,,,S,S,
12473,SAMEA1117862,,,,S,,S,,,,,S,S,
12474,SAMEA1119504,,,,S,,S,,,,,S,S,
12475,SAMEA3252921,,,,S,,S,,,,,S,S,
12476,SAMEA1119616,,,,S,,S,,,,,S,S,
12477,SAMEA1103123,,,,R,,R,,,,,S,R,
12478,SAMEA3401671,,,,R,,R,,,,,R,R,
12479,SAMEA3416663,,,,R,,R,,,,,R,R,
12480,SAMEA3420845,,,,R,,R,,,,,R,R,
12481,SAMEA2709799,,,,S,,R,,,,,S,R,
12482,SAMEA1118117,,,,R,,R,,,,,S,R,
12483,SAMEA1101730,,,,R,,R,,,,,,R,
12484,SAMN07236396,,,,R,,R,,,,,,R,
12485,SAMN09090568,,,,,,,,,,,,S,
12486,SAMEA3242485,,,,R,,,,,,,,R,
12487,SAMEA3220382,,,,R,,,,,,,,R,
12488,SAMEA1118746,,,,S,,S,,,,,,S,
12489,SAMN08214856,,,,S,,S,,,,,,S,
12490,SAMEA1119724,,,,S,,S,,,,,S,S,
12491,SAMN07766131,,,,S,,S,,,,,S,S,S
12492,SAMEA3451217,,,,S,,S,,,,,S,S,
12493,SAMN07766233,,,,S,,S,,,,,,S,S
12494,SAMEA1117613,,,,S,,S,,,,,S,S,
12495,SAMEA3436984,,,,,,R,,,,,S,R,
12496,SAMN07658389,,,,S,,S,,,,,S,S,
12497,SAMEA104394458,,,,S,,S,,,,,S,S,
12498,SAMN07766000,,,,S,,S,,,,,,S,S
12499,SAMEA1101432,,,,,,R,,,,,,S,
12500,SAMEA1119562,,,,S,,R,,,,,S,S,
12501,SAMN07766094,,,,S,,S,,,,,,S,S
12502,SAMEA104394557,,,,S,,S,,,,,,S,
12503,SAMN08214871,,,,S,,S,,,,,S,R,S
12504,SAMEA1117713,,,,S,,S,,,,,S,S,
12505,SAMEA3301262,,,,R,,R,,,,,S,R,
12506,SAMN08215004,,,,S,,,,,,,R,,S
12507,SAMEA104394639,,,,S,,S,,,,,,S,
12508,SAMEA104394696,,,,S,,S,,,,,S,S,
12509,SAMEA3271667,,,,S,,S,,,,,S,S,
12510,SAMEA2534918,,,,S,,R,,,,,,S,
12511,SAMN09090567,,,,,,,,,,,,S,
12512,SAMEA2399494,,,,S,,S,,,,,S,S,
12513,SAMN07658485,,,,S,,S,,,,,S,S,
12514,SAMEA104394550,,,,S,,S,,,,,S,S,
12515,SAMN07660218,,,,S,,S,,,,,S,S,
12516,SAMEA2517365,,,,S,,S,,,,,S,S,
12517,SAMN05276336,,,,S,,S,,,,,S,S,
12518,SAMEA1118538,,,,S,,S,,,,,S,S,
12519,SAMEA104394485,,,,S,,S,,,,,S,S,
12520,SAMEA1101743,,,,R,,R,,,,,S,R,
12521,SAMEA3182792,,,,S,,R,,,,,S,R,
12522,SAMEA2534670,,,,S,,S,,,,,S,S,
12523,SAMN07766338,,,,S,,S,,,,,,S,S
12524,SAMEA3457704,,,,S,,S,,,,,S,S,
12525,SAMN07766401,,,,S,,,,,,,S,S,R
12526,SAMEA1118890,,,,S,,S,,,,,S,S,
12527,SAMEA3447621,,,,S,,S,,,,,S,S,
12528,SAMN07658256,,,,S,,S,,,,,S,S,
12529,SAMEA3404174,,,,S,,S,,,,,S,S,
12530,SAMEA1119909,,,,S,,S,,,,,S,S,
12531,SAMEA2709662,,,,S,,S,,,,,S,S,
12532,SAMEA1119261,,,,S,,S,,,,,S,S,
12533,SAMN09090404,,,,,,,,,,,,S,
12534,SAMN07766326,,,,S,,S,,,,,,S,S
12535,SAMEA104394506,,,,S,,S,,,,,S,S,
12536,SAMEA1119882,,,,S,,S,,,,,S,S,
12537,SAMN07766076,,,,S,,S,,,,,,S,S
12538,SAMEA1101282,,,,,,R,,,,,,S,
12539,SAMEA3443150,,,,,,R,,,,,R,R,
12540,SAMEA3448729,,,,S,,S,,,,,S,S,
12541,SAMN07658613,,,,S,,S,,,,,S,S,
12542,SAMEA1397439,,,,S,,S,,,,,S,S,
12543,SAMEA1119900,,,,S,,S,,,,,S,S,
12544,SAMN08215379,,,,S,,S,,,,,,S,S
12545,SAMEA1118664,,,,S,,S,,,,,S,S,
12546,SAMEA1117791,,,,S,,S,,,,,S,S,
12547,SAMEA1119732,,,,S,,S,,,,,S,S,
12548,SAMN07765931,,,,S,,S,,,,,,S,S
12549,SAMEA3451204,,,,S,,S,,,,,S,S,
12550,SAMEA1119093,,,,S,,S,,,,,S,S,
12551,SAMN07766035,,,,S,,,,,,,S,S,S
12552,SAMN08215301,,,,S,,S,,,,,,S,
12553,SAMEA1118885,,,,S,,S,,,,,S,S,
12554,SAMEA104394531,,,,S,,S,,,,,,S,
12555,SAMN08215384,,,,S,,S,,,,,S,S,S
12556,SAMN08215171,,,,S,,S,,,,,,R,S
12557,SAMEA1117697,,,,S,,S,,,,,S,S,
12558,SAMEA3207435,,,,S,,S,,,,,S,S,
12559,SAMEA2533658,,,,S,,R,,,,,R,R,
12560,SAMEA1119028,,,,S,,S,,,,,S,S,
12561,SAMN07766493,,,,S,,S,,,,,,S,S
12562,SAMEA104172430,,,,R,,R,,,,,S,R,
12563,SAMEA1118003,,,,S,,S,,,,,S,S,
12564,SAMN07766091,,,,S,,S,,,,,,S,S
12565,SAMN09090392,,,,,,,,,,,,S,
12566,SAMN07658478,,,,S,,S,,,,,S,S,
12567,SAMEA3451352,,,,S,,S,,,,,S,S,
12568,SAMEA1119893,,,,S,,S,,,,,S,S,
12569,SAMEA1397472,,,,S,,S,,,,,S,S,
12570,SAMEA1102294,,,,S,,R,,,,,S,R,
12571,SAMN07765998,,,,S,,S,,,,,,S,S
12572,SAMN07766357,,,,S,,S,,,,,,S,S
12573,SAMEA104394430,,,,S,,S,,,,,S,S,
12574,SAMN07765892,,,,S,,S,,,,,,S,S
12575,SAMEA1119291,,,,S,,S,,,,,S,S,
12576,SAMN07659007,,,,S,,S,,,,,S,S,
12577,SAMEA104394406,,,,S,,S,,,,,S,S,
12578,SAMN07660323,,,,S,,S,,,,,S,S,
12579,SAMN07658905,,,,S,,,,,,,S,,
12580,SAMN08214926,,,,S,,S,,,,,,S,S
12581,SAMN07766140,,,,S,,S,,,,,,S,S
12582,SAMN08215070,,,,S,,S,,,,,,S,S
12583,SAMEA1118594,,,,S,,S,,,,,S,S,
